ID,Exclamation,Dollar,Spam,DemoPartition
952,0.000,0.166,1,v
953,0.435,0.118,1,v
954,2.077,0.000,1,v
955,0.000,0.000,1,v
956,0.000,0.000,1,v
957,0.000,0.000,1,v
958,0.740,0.000,1,v
959,0.000,0.000,1,v
960,0.198,0.099,1,v
961,0.175,0.043,1,v
962,0.355,0.118,1,v
963,0.000,0.208,1,v
964,0.112,0.018,1,v
965,0.355,0.118,1,v
966,0.356,0.118,1,v
967,0.000,0.000,1,v
968,0.142,0.047,1,v
969,0.000,0.000,1,v
970,0.520,0.289,1,v
971,1.046,0.037,1,v
972,0.238,0.000,1,v
973,1.046,0.037,1,v
974,1.147,0.191,1,v
975,0.391,0.130,1,v
976,0.355,0.118,1,v
977,0.134,0.107,1,v
978,0.458,0.504,1,v
979,0.465,0.271,1,v
980,0.522,0.313,1,v
981,0.000,0.171,1,v
982,0.367,0.073,1,v
983,0.310,0.112,1,v
984,0.265,0.088,1,v
985,0.000,0.213,1,v
986,0.587,0.000,1,v
987,1.706,0.200,1,v
988,0.198,0.000,1,v
989,0.130,0.000,1,v
990,0.390,0.438,1,v
991,0.371,0.000,1,v
992,0.491,0.158,1,v
993,0.260,0.000,1,v
994,1.105,0.201,1,v
995,0.312,0.062,1,v
996,0.199,0.000,1,v
997,0.199,0.000,1,v
998,0.199,0.000,1,v
999,0.236,0.000,1,v
1000,1.626,0.162,1,v
1001,1.631,0.244,1,v
1002,1.633,0.245,1,v
1003,0.530,0.132,1,v
1004,5.848,1.313,1,v
1005,0.000,0.212,1,v
1006,0.000,0.212,1,v
1007,0.189,0.141,1,v
1008,1.254,0.221,1,v
1009,1.203,0.467,1,v
1011,1.272,0.254,1,v
1012,0.180,0.000,1,v
1013,0.178,0.000,1,v
1014,1.211,0.471,1,v
1015,5.840,1.311,1,v
1016,1.203,0.467,1,v
1017,0.376,0.050,1,v
1018,0.087,0.000,1,v
1019,0.133,0.041,1,v
1020,0.573,0.000,1,v
1021,0.099,0.079,1,v
1022,0.204,0.000,1,v
1023,0.482,0.896,1,v
1024,0.672,0.403,1,v
1025,0.045,0.342,1,v
1026,0.490,0.158,1,v
1027,0.823,0.000,1,v
1028,0.800,0.266,1,v
1029,0.196,0.000,1,v
1030,0.539,0.269,1,v
1031,0.000,0.166,1,v
1032,0.000,0.166,1,v
1033,0.486,0.118,1,v
1034,0.010,0.167,1,v
1035,0.874,0.051,1,v
1036,0.663,0.132,1,v
1037,1.939,0.000,1,v
1038,0.606,0.606,1,v
1039,0.000,0.000,1,v
1040,0.567,0.000,1,v
1041,0.381,0.063,1,v
1042,1.244,0.000,1,v
1043,0.301,0.000,1,v
1044,0.559,0.047,1,v
1045,0.804,0.000,1,v
1046,0.000,0.167,1,v
1047,0.503,0.000,1,v
1049,1.562,0.360,1,v
1050,0.000,0.212,1,v
1051,0.508,0.169,1,v
1052,0.099,0.079,1,v
1053,0.000,0.123,1,v
1054,0.000,0.271,1,v
1055,0.010,0.169,1,v
1056,0.029,0.011,1,v
1057,0.481,0.549,1,v
1058,0.550,0.082,1,v
1059,0.977,0.397,1,v
1060,0.037,0.150,1,v
1061,0.000,0.212,1,v
1062,0.198,0.000,1,v
1063,0.121,0.000,1,v
1064,0.544,0.000,1,v
1065,0.472,0.092,1,v
1066,0.170,0.170,1,v
1067,2.894,0.868,1,v
1068,0.258,0.000,1,v
1069,1.151,0.056,1,v
1070,5.213,0.979,1,v
1071,2.597,0.000,1,v
1072,0.010,0.162,1,v
1073,0.489,0.040,1,v
1074,0.511,0.000,1,v
1075,0.496,0.000,1,v
1076,0.496,0.000,1,v
1077,0.000,0.162,1,v
1078,0.379,0.063,1,v
1079,0.000,0.183,1,v
1080,0.488,0.000,1,v
1081,0.210,0.000,1,v
1082,0.130,0.196,1,v
1083,0.388,0.048,1,v
1084,0.167,0.167,1,v
1085,0.000,0.163,1,v
1086,0.000,0.163,1,v
1087,0.010,0.167,1,v
1088,1.085,0.232,1,v
1089,0.480,0.549,1,v
1090,0.261,0.294,1,v
1091,0.233,0.000,1,v
1092,0.000,0.000,1,v
1093,0.092,0.014,1,v
1094,0.092,0.014,1,v
1095,0.638,0.174,1,v
1096,0.140,0.000,1,v
1097,0.072,0.000,1,v
1098,0.133,0.066,1,v
1099,0.213,1.492,1,v
1100,0.588,0.156,1,v
1101,0.292,0.000,1,v
1102,0.467,0.233,1,v
1103,0.130,0.000,1,v
1104,0.882,0.189,1,v
1105,1.799,0.514,1,v
1106,0.963,0.113,1,v
1107,1.218,0.261,1,v
1108,0.628,0.943,1,v
1109,0.515,0.957,1,v
1110,0.278,0.000,1,v
1111,0.833,0.000,1,v
1112,0.000,0.000,1,v
1113,0.191,0.143,1,v
1114,1.326,0.000,1,v
1115,0.379,0.136,1,v
1116,0.190,0.142,1,v
1117,0.239,0.239,1,v
1118,0.370,0.000,1,v
1119,0.000,0.211,1,v
1121,0.103,0.000,1,v
1122,0.325,0.523,1,v
1123,0.239,0.239,1,v
1124,0.000,0.211,1,v
1125,0.000,0.211,1,v
1126,0.402,0.402,1,v
1127,0.000,0.000,1,v
1128,4.347,0.000,1,v
1129,0.036,0.184,1,v
1130,0.036,0.184,1,v
1131,0.263,0.263,1,v
1132,0.802,0.000,1,v
1133,0.874,0.000,1,v
1134,0.140,0.000,1,v
1135,0.543,0.000,1,v
1136,0.653,0.118,1,v
1137,0.364,0.312,1,v
1138,0.099,0.014,1,v
1139,0.327,0.000,1,v
1140,0.346,0.793,1,v
1141,0.249,0.305,1,v
1142,0.099,0.014,1,v
1143,1.900,0.475,1,v
1144,0.053,0.053,1,v
1145,1.248,0.197,1,v
1146,0.107,0.000,1,v
1147,0.411,0.000,1,v
1148,5.924,1.330,1,v
1149,0.123,0.000,1,v
1150,0.298,0.597,1,v
1151,0.424,0.000,1,v
1152,0.123,0.000,1,v
1153,0.250,0.073,1,v
1154,0.061,0.122,1,v
1155,0.705,0.211,1,v
1156,0.904,5.300,1,v
1157,0.431,0.111,1,v
1158,0.904,5.300,1,v
1159,0.000,0.000,1,v
1160,0.555,0.000,1,v
1161,0.174,0.087,1,v
1162,0.328,0.858,1,v
1163,1.562,0.000,1,v
1164,1.208,0.259,1,v
1165,0.480,0.549,1,v
1166,1.208,0.345,1,v
1167,1.207,0.345,1,v
1168,1.246,0.196,1,v
1169,1.275,0.141,1,v
1170,0.371,0.061,1,v
1171,0.080,0.000,1,v
1172,0.329,0.780,1,v
1173,0.138,0.000,1,v
1174,1.939,0.000,1,v
1175,1.947,0.000,1,v
1176,1.949,0.000,1,v
1177,0.586,0.189,1,v
1178,0.503,0.062,1,v
1179,0.136,0.182,1,v
1180,0.000,0.692,1,v
1181,0.371,0.061,1,v
1182,0.331,0.000,1,v
1183,1.634,0.155,1,v
1184,0.619,0.103,1,v
1185,0.795,0.217,1,v
1186,2.362,0.000,1,v
1187,0.294,0.147,1,v
1188,0.625,0.312,1,v
1189,0.000,0.000,1,v
1190,1.473,0.000,1,v
1191,1.135,0.349,1,v
1192,0.130,0.168,1,v
1194,0.496,0.248,1,v
1195,0.441,0.000,1,v
1196,0.036,0.184,1,v
1197,0.000,0.000,1,v
1198,2.413,0.000,1,v
1199,0.000,0.000,1,v
1200,0.000,0.000,1,v
1201,0.311,0.734,1,v
1202,0.909,0.000,1,v
1203,0.490,0.158,1,v
1204,0.294,0.147,1,v
1205,1.217,0.347,1,v
1206,0.000,0.000,1,v
1207,0.434,0.000,1,v
1208,0.462,0.000,1,v
1209,0.344,0.784,1,v
1210,0.706,0.000,1,v
1211,0.327,1.357,1,v
1212,0.000,0.349,1,v
1213,0.416,0.000,1,v
1214,1.434,0.000,1,v
1215,0.502,0.251,1,v
1216,0.421,0.252,1,v
1217,0.677,0.254,1,v
1218,0.105,0.000,1,v
1219,0.318,0.754,1,v
1220,0.924,0.000,1,v
1221,0.093,0.000,1,v
1222,0.093,0.000,1,v
1223,0.093,0.000,1,v
1224,0.000,0.044,1,v
1225,0.345,0.345,1,v
1226,0.000,0.000,1,v
1227,0.331,0.790,1,v
1228,0.464,0.000,1,v
1229,0.055,0.501,1,v
1230,1.130,0.347,1,v
1231,0.464,0.000,1,v
1232,0.443,0.000,1,v
1233,0.000,0.000,1,v
1234,0.112,0.336,1,v
1235,0.000,0.000,1,v
1236,0.693,0.000,1,v
1237,0.405,0.233,1,v
1238,0.754,0.188,1,v
1239,0.427,0.061,1,v
1240,0.000,0.000,1,v
1241,0.060,0.045,1,v
1242,0.600,0.300,1,v
1243,0.600,0.300,1,v
1244,0.116,0.116,1,v
1245,0.000,0.613,1,v
1246,0.298,0.000,1,v
1247,0.077,0.000,1,v
1248,0.000,0.000,1,v
1249,1.191,0.340,1,v
1250,0.729,0.121,1,v
1251,0.776,0.129,1,v
1252,0.729,0.121,1,v
1253,0.640,0.800,1,v
1254,0.130,0.186,1,v
1255,1.417,0.000,1,v
1256,0.515,0.103,1,v
1257,0.230,0.000,1,v
1258,0.492,0.000,1,v
1259,0.233,0.000,1,v
1260,0.645,0.064,1,v
1261,0.444,0.370,1,v
1262,0.701,0.116,1,v
1263,0.444,0.370,1,v
1264,0.444,0.370,1,v
1265,0.444,0.370,1,v
1266,0.443,0.088,1,v
1267,0.490,0.158,1,v
1268,1.424,0.000,1,v
1269,0.490,0.158,1,v
1270,0.250,0.721,1,v
1271,0.875,0.000,1,v
1272,1.276,0.729,1,v
1273,0.020,0.163,1,v
1274,0.342,0.716,1,v
1275,0.415,0.000,1,v
1276,0.307,0.175,1,v
1278,0.371,0.061,1,v
1279,0.370,0.061,1,v
1280,0.569,0.207,1,v
1281,0.548,0.199,1,v
1282,0.000,0.000,1,v
1283,0.000,0.000,1,v
1284,0.020,0.163,1,v
1285,0.263,0.105,1,v
1287,0.174,0.548,1,v
1288,0.000,0.000,1,v
1289,5.942,1.334,1,v
1290,0.640,0.256,1,v
1291,0.392,0.000,1,v
1292,0.463,0.000,1,v
1293,0.471,0.000,1,v
1294,1.492,0.000,1,v
1295,0.000,0.231,1,v
1296,0.484,0.080,1,v
1297,0.210,0.000,1,v
1298,0.159,0.000,1,v
1299,0.000,0.000,1,v
1300,0.480,0.480,1,v
1301,0.270,0.000,1,v
1302,0.269,0.000,1,v
1303,0.155,0.233,1,v
1304,0.271,0.243,1,v
1305,0.994,0.391,1,v
1306,0.647,0.000,1,v
1307,0.334,0.174,1,v
1308,0.845,0.195,1,v
1309,0.233,0.000,1,v
1310,0.331,0.110,1,v
1311,0.564,0.000,1,v
1312,0.044,0.000,1,v
1313,0.269,0.000,1,v
1314,0.268,0.150,1,v
1315,0.273,0.150,1,v
1316,2.001,0.093,1,v
1317,0.000,0.354,1,v
1318,0.013,0.065,1,v
1319,0.271,0.191,1,v
1320,0.085,0.128,1,v
1321,0.765,0.316,1,v
1322,0.203,0.000,1,v
1323,0.069,0.221,1,v
1324,0.198,0.198,1,v
1325,0.000,0.094,1,v
1326,0.222,0.000,1,v
1327,0.000,0.000,1,v
1328,0.594,0.000,1,v
1329,1.282,0.094,1,v
1330,0.103,0.051,1,v
1331,0.000,0.000,1,v
1332,0.537,0.000,1,v
1333,0.000,0.000,1,v
1334,0.537,0.000,1,v
1335,0.000,0.000,1,v
1336,0.537,0.000,1,v
1337,0.016,0.066,1,v
1338,0.486,0.347,1,v
1339,1.089,0.242,1,v
1340,0.373,0.149,1,v
1341,0.000,0.099,1,v
1342,0.684,0.000,1,v
1343,0.140,0.000,1,v
1344,3.427,0.000,1,v
1345,0.257,0.032,1,v
1346,0.104,0.229,1,v
1347,0.104,0.229,1,v
1348,0.176,0.352,1,v
1349,0.414,0.021,1,v
1350,0.029,0.014,1,v
1351,0.261,0.000,1,v
1352,0.000,0.088,1,v
1353,0.095,0.478,1,v
1354,0.434,0.197,1,v
1355,0.240,0.240,1,v
1356,0.232,0.066,1,v
1357,0.336,0.160,1,v
1358,0.381,0.496,1,v
1359,1.178,0.107,1,v
1360,0.336,0.160,1,v
1361,0.403,0.117,1,v
1362,5.836,1.310,1,v
1363,0.000,0.000,1,v
1364,0.352,0.160,1,v
1365,0.926,0.000,1,v
1366,0.238,0.000,1,v
1367,0.502,0.157,1,v
1368,0.518,0.157,1,v
1369,0.176,0.176,1,v
1370,1.023,1.023,1,v
1371,0.310,0.155,1,v
1372,0.208,0.416,1,v
1373,0.086,0.086,1,v
1374,0.045,0.045,1,v
1375,0.925,0.231,1,v
1376,0.728,0.080,1,v
1377,0.260,0.086,1,v
1378,3.790,0.000,1,v
1379,0.057,0.057,1,v
1380,0.177,0.221,1,v
1381,0.000,0.097,1,v
1382,0.563,0.165,1,v
1383,0.164,0.000,1,v
1384,0.178,0.000,1,v
1385,0.561,0.000,1,v
1386,0.345,0.515,1,v
1387,0.053,0.000,1,v
1388,0.000,1.611,1,v
1389,0.872,0.000,1,v
1390,7.333,0.000,1,v
1391,0.083,0.050,1,v
1392,0.102,0.224,1,v
1393,0.941,0.067,1,v
1394,0.210,0.000,1,v
1395,0.420,0.046,1,v
1396,0.042,0.042,1,v
1397,0.109,0.000,1,v
1398,2.295,0.218,1,v
1399,0.443,0.402,1,v
1400,0.000,0.000,1,v
1401,2.695,0.000,1,v
1402,0.378,0.000,1,v
1404,0.082,0.041,1,v
1405,0.407,0.997,1,v
1406,0.061,0.000,1,v
1407,0.179,0.000,1,v
1408,0.514,0.434,1,v
1409,0.990,0.000,1,v
1410,0.000,0.188,1,v
1411,0.391,0.868,1,v
1412,0.769,0.000,1,v
1413,1.647,0.000,1,v
1414,0.171,0.342,1,v
1415,0.152,0.000,1,v
1416,0.156,0.000,1,v
1417,0.046,0.030,1,v
1418,0.488,0.157,1,v
1419,0.797,0.885,1,v
1420,0.936,0.000,1,v
1421,2.865,0.301,1,v
1422,0.458,0.499,1,v
1423,0.000,0.353,1,v
1424,0.403,0.117,1,v
1425,0.273,0.000,1,v
1426,0.171,0.085,1,v
1427,0.678,1.050,1,v
1428,1.174,0.106,1,v
1430,0.000,0.000,1,v
1431,0.824,0.000,1,v
1432,0.464,0.154,1,v
1433,0.000,0.197,1,v
1434,0.510,0.340,1,v
1435,0.000,0.272,1,v
1436,0.105,0.315,1,v
1437,0.161,0.161,1,v
1438,0.439,0.241,1,v
1439,0.621,0.799,1,v
1440,0.129,0.194,1,v
1441,0.107,0.322,1,v
1442,0.060,0.060,1,v
1443,0.834,0.000,1,v
1444,0.000,0.206,1,v
1445,0.102,0.205,1,v
1446,0.530,0.406,1,v
1447,1.048,0.000,1,v
1448,0.324,0.486,1,v
1449,0.275,0.206,1,v
1450,0.559,0.279,1,v
1451,0.402,0.232,1,v
1452,0.899,0.000,1,v
1453,1.051,0.225,1,v
1454,0.050,0.000,1,v
1455,0.591,0.000,1,v
1456,0.202,0.000,1,v
1457,0.290,0.000,1,v
1458,1.169,0.000,1,v
1459,0.653,0.000,1,v
1460,0.348,0.000,1,v
1461,1.443,0.000,1,v
1462,0.361,0.000,1,v
1463,0.416,0.000,1,v
1464,1.524,0.000,1,v
1465,0.413,0.164,1,v
1466,0.407,0.000,1,v
1467,0.554,0.221,1,v
1469,0.000,0.302,1,v
1470,0.294,0.147,1,v
1471,0.609,0.121,1,v
1472,0.000,0.290,1,v
1473,3.907,0.000,1,v
1474,0.352,0.056,1,v
1475,0.149,0.131,1,v
1476,0.417,0.154,1,v
1477,0.829,0.000,1,v
1478,0.145,0.291,1,v
1479,0.328,0.000,1,v
1480,0.358,0.261,1,v
1481,0.308,0.067,1,v
1482,0.234,0.029,1,v
1483,1.045,0.037,1,v
1484,1.094,0.000,1,v
1485,0.033,0.000,1,v
1486,0.451,0.496,1,v
1487,0.000,0.232,1,v
1488,0.000,0.208,1,v
1489,0.000,0.000,1,v
1490,0.045,0.015,1,v
1491,0.000,1.219,1,v
1492,0.312,0.062,1,v
1493,1.765,0.481,1,v
1494,0.365,0.182,1,v
1495,0.124,0.000,1,v
1497,0.767,0.255,1,v
1498,0.046,0.000,1,v
1499,1.306,0.230,1,v
1500,0.536,0.306,1,v
1501,1.118,0.239,1,v
1502,1.181,0.787,1,v
1503,0.802,0.267,1,v
1504,0.019,0.058,1,v
1505,0.000,0.000,1,v
1506,1.289,0.151,1,v
1507,0.000,0.212,1,v
1508,0.117,0.058,1,v
1509,0.000,0.000,1,v
1510,0.502,0.000,1,v
1511,1.566,0.361,1,v
1512,0.000,0.000,1,v
1513,0.709,0.000,1,v
1514,0.000,0.000,1,v
1515,1.777,0.222,1,v
1516,0.218,0.218,1,v
1517,0.031,0.000,1,v
1518,0.426,0.213,1,v
1519,0.458,0.143,1,v
1520,0.199,0.000,1,v
1521,0.170,0.170,1,v
1522,0.000,0.000,1,v
1523,0.424,0.212,1,v
1524,0.768,0.312,1,v
1525,0.170,0.170,1,v
1526,1.351,0.000,1,v
1527,1.413,0.000,1,v
1528,2.412,0.000,1,v
1529,0.252,0.050,1,v
1530,0.495,0.000,1,v
1531,0.000,0.136,1,v
1532,0.398,0.000,1,v
1533,0.000,6.003,1,v
1534,0.417,0.208,1,v
1535,0.698,0.067,1,v
1536,0.000,0.000,1,v
1537,0.622,0.027,1,v
1538,0.000,0.000,1,v
1539,0.326,0.000,1,v
1540,0.639,0.165,1,v
1541,0.000,0.000,1,v
1542,0.910,0.273,1,v
1543,0.000,0.023,1,v
1544,1.216,0.260,1,v
1545,1.360,0.000,1,v
1547,0.558,0.024,1,v
1548,0.105,0.210,1,v
1549,0.098,0.014,1,v
1550,0.775,0.224,1,v
1551,0.197,0.000,1,v
1552,0.262,0.186,1,v
1553,1.131,0.150,1,v
1554,0.942,0.000,1,v
1555,1.554,0.000,1,v
1556,0.000,0.000,1,v
1557,0.000,0.215,1,v
1558,1.212,0.000,1,v
1559,0.326,0.000,1,v
1560,0.050,0.075,1,v
1561,0.000,0.000,1,v
1562,0.067,0.135,1,v
1563,0.211,0.000,1,v
1564,0.000,0.000,1,v
1565,0.952,0.000,1,v
1566,0.740,0.000,1,v
1567,0.000,0.000,1,v
1568,1.405,0.000,1,v
1569,0.435,0.592,1,v
1570,0.591,0.000,1,v
1571,2.395,0.598,1,v
1572,0.199,0.000,1,v
1573,0.073,0.295,1,v
1574,1.232,0.000,1,v
1575,0.199,0.000,1,v
1576,0.963,0.000,1,v
1577,0.438,0.191,1,v
1578,0.166,0.083,1,v
1579,0.225,0.211,1,v
1580,0.000,0.068,1,v
1581,0.000,0.000,1,v
1582,0.675,0.000,1,v
1583,1.285,0.075,1,v
1584,0.067,0.135,1,v
1585,0.000,0.105,1,v
1586,0.238,0.000,1,v
1587,0.000,0.350,1,v
1588,0.356,0.000,1,v
1589,2.295,0.698,1,v
1590,0.360,0.030,1,v
1591,0.147,0.000,1,v
1592,0.881,0.000,1,v
1593,0.438,0.191,1,v
1594,3.768,0.000,1,v
1595,0.000,0.000,1,v
1596,0.370,0.152,1,v
1597,1.147,0.045,1,v
1598,0.102,0.716,1,v
1599,0.591,0.000,1,v
1600,0.031,1.269,1,v
1601,0.145,0.121,1,v
1602,0.381,0.050,1,v
1603,0.379,0.050,1,v
1604,0.000,0.086,1,v
1605,0.438,0.191,1,v
1606,0.334,0.139,1,v
1607,0.102,0.720,1,v
1608,0.437,0.191,1,v
1609,0.116,0.116,1,v
1610,0.056,0.196,1,v
1611,1.627,0.000,1,v
1612,0.438,0.191,1,v
1613,1.003,0.215,1,v
1614,1.004,0.215,1,v
1615,0.000,0.027,1,v
1616,0.000,0.000,1,v
1617,0.000,0.000,1,v
1618,0.016,0.000,1,v
1619,0.293,0.000,1,v
1620,0.438,0.191,1,v
1621,0.709,0.056,1,v
1622,0.000,0.000,1,v
1623,0.535,0.133,1,v
1624,0.000,0.000,1,v
1625,0.601,0.120,1,v
1626,0.986,0.000,1,v
1627,0.364,0.064,1,v
1628,0.638,0.165,1,v
1629,0.472,0.128,1,v
1630,0.105,0.052,1,v
1631,3.076,0.000,1,v
1632,0.699,0.932,1,v
1633,0.000,0.000,1,v
1634,0.403,0.000,1,v
1635,0.474,0.197,1,v
1636,0.000,0.000,1,v
1637,0.000,0.000,1,v
1638,0.000,0.000,1,v
1639,0.412,0.222,1,v
1640,0.639,0.165,1,v
1641,0.000,0.862,1,v
1642,0.000,0.000,1,v
1643,0.432,0.180,1,v
1644,0.606,0.000,1,v
1645,0.659,0.114,1,v
1646,0.000,0.000,1,v
1647,0.000,0.000,1,v
1648,0.659,0.114,1,v
1649,0.050,0.609,1,v
1650,0.000,0.000,1,v
1651,0.298,0.149,1,v
1652,0.709,0.056,1,v
1653,0.353,0.000,1,v
1654,0.345,0.420,1,v
1655,0.061,0.000,1,v
1656,0.234,0.234,1,v
1657,0.149,0.131,1,v
1658,0.640,0.160,1,v
1659,0.000,0.000,1,v
1661,0.855,0.794,1,v
1662,0.006,0.065,1,v
1663,0.522,0.109,1,v
1664,0.000,0.000,1,v
1665,0.523,0.378,1,v
1666,0.000,0.290,1,v
1667,0.193,0.000,1,v
1668,0.028,0.084,1,v
1669,0.000,0.000,1,v
1670,1.429,0.095,1,v
1672,0.228,0.228,1,v
1673,0.615,0.025,1,v
1674,0.538,0.145,1,v
1675,0.000,0.000,1,v
1676,0.000,0.000,1,v
1677,0.151,0.302,1,v
1678,0.000,0.000,1,v
1679,0.751,0.255,1,v
1680,0.919,0.229,1,v
1681,0.309,0.000,1,v
1682,0.449,0.265,1,v
1683,0.358,0.261,1,v
1684,0.764,0.000,1,v
1685,0.358,0.261,1,v
1686,0.555,0.000,1,v
1687,0.192,0.000,1,v
1688,0.000,0.000,1,v
1689,0.493,0.061,1,v
1690,5.555,0.000,1,v
1691,0.000,0.000,1,v
1692,5.803,1.284,1,v
1693,0.273,0.364,1,v
1694,0.733,0.104,1,v
1695,0.000,0.029,1,v
1696,0.000,0.000,1,v
1697,0.544,0.077,1,v
1698,0.000,0.000,1,v
1699,0.000,0.085,1,v
1700,1.385,0.000,1,v
1701,0.000,0.000,1,v
1702,0.845,0.255,1,v
1704,0.736,0.256,1,v
1705,0.733,0.104,1,v
1706,0.000,0.000,1,v
1707,0.000,0.000,1,v
1708,0.000,0.000,1,v
1709,0.353,0.254,1,v
1710,0.000,0.000,1,v
1711,0.000,0.000,1,v
1712,0.000,0.000,1,v
1713,5.828,1.308,1,v
1714,0.319,0.266,1,v
1715,0.000,0.000,1,v
1716,0.145,0.291,1,v
1717,0.441,0.421,1,v
1718,0.000,0.000,1,v
1719,0.444,0.250,1,v
1720,0.232,0.465,1,v
1721,0.412,0.206,1,v
1722,0.000,0.000,1,v
1723,0.000,0.000,1,v
1724,0.037,0.000,1,v
1725,0.000,0.110,1,v
1726,0.000,0.111,1,v
1727,0.110,0.000,1,v
1728,0.996,0.106,1,v
1729,0.543,0.271,1,v
1730,0.034,0.000,1,v
1731,0.000,0.000,1,v
1732,0.000,0.265,1,v
1733,0.433,0.529,1,v
1734,0.757,0.000,1,v
1735,1.440,0.000,1,v
1736,0.785,0.000,1,v
1737,1.461,0.000,1,v
1738,1.010,0.397,1,v
1739,0.615,0.025,1,v
1740,1.550,0.000,1,v
1741,1.765,0.000,1,v
1742,0.694,0.000,1,v
1743,0.404,0.233,1,v
1744,0.542,0.271,1,v
1745,0.896,0.000,1,v
1746,0.000,0.000,1,v
1747,0.000,0.000,1,v
1748,0.518,0.000,1,v
1749,0.000,0.000,1,v
1750,1.149,0.000,1,v
1751,0.638,0.000,1,v
1752,0.000,0.000,1,v
1753,0.225,0.000,1,v
1754,1.542,1.785,1,v
1755,0.975,0.396,1,v
1756,1.466,0.258,1,v
1757,0.552,0.207,1,v
1758,0.067,0.067,1,v
1759,0.000,0.183,1,v
1760,0.000,0.267,1,v
1761,0.212,0.303,1,v
1762,0.223,0.223,1,v
1763,0.000,0.000,1,v
1764,0.256,0.242,1,v
1765,0.175,0.467,1,v
1766,0.305,0.000,1,v
1767,5.831,1.309,1,v
1768,0.309,0.000,1,v
1769,0.241,0.060,1,v
1770,0.241,0.228,1,v
1771,2.152,0.000,1,v
1772,0.430,0.430,1,v
1773,0.430,0.134,1,v
1774,0.124,0.000,1,v
1775,0.000,0.000,1,v
1776,0.000,0.000,1,v
1778,2.354,0.000,1,v
1779,0.445,0.979,1,v
1780,1.029,0.093,1,v
1781,0.639,0.165,1,v
1782,1.363,0.000,1,v
1783,0.000,0.000,1,v
1784,0.156,0.104,1,v
1785,0.263,0.075,1,v
1786,1.431,0.536,1,v
1787,0.928,0.154,1,v
1788,0.094,0.015,1,v
1789,1.023,0.093,1,v
1790,0.000,0.000,1,v
1791,0.297,0.000,1,v
1792,0.488,0.157,1,v
1793,0.095,0.000,1,v
1794,0.433,0.928,1,v
1795,0.123,0.000,1,v
1796,2.306,0.164,1,v
1797,1.103,0.133,1,v
1799,0.661,0.088,1,v
1800,0.207,0.207,1,v
1801,1.160,0.116,1,v
1802,0.207,0.207,1,v
1803,3.588,0.000,1,v
1804,0.600,0.429,1,v
1805,0.000,0.049,1,v
1806,0.238,0.238,1,v
1807,0.488,0.157,1,v
1808,0.057,0.230,1,v
1809,0.000,0.000,1,v
1810,0.640,0.192,1,v
1811,0.510,0.000,1,v
1812,0.082,0.000,1,v
1813,0.887,0.032,1,v
1814,0.022,0.022,0,v
1815,0.149,0.000,0,v
1816,0.000,0.000,0,v
1817,0.262,0.000,0,v
1818,0.000,0.000,0,v
1819,0.000,0.000,0,v
1820,0.000,0.000,0,v
1821,0.000,0.000,0,v
1822,0.393,0.000,0,v
1823,0.729,0.000,0,v
1824,0.149,0.000,0,v
1825,0.000,0.000,0,v
1826,0.000,0.000,0,v
1827,0.000,0.032,0,v
1828,0.000,0.000,0,v
1829,0.000,0.000,0,v
1830,0.546,0.000,0,v
1831,0.115,0.000,0,v
1832,0.000,0.000,0,v
1833,0.375,0.000,0,v
1834,0.000,0.000,0,v
1835,0.282,0.000,0,v
1836,0.044,0.026,0,v
1837,0.000,0.000,0,v
1838,0.000,0.000,0,v
1839,0.000,0.000,0,v
1840,0.000,0.000,0,v
1841,1.315,0.000,0,v
1842,0.000,0.000,0,v
1843,0.313,0.000,0,v
1844,0.000,0.000,0,v
1845,0.000,0.000,0,v
1846,0.000,0.000,0,v
1847,0.000,0.000,0,v
1848,0.033,0.000,0,v
1849,0.000,0.000,0,v
1850,0.000,0.071,0,v
1851,0.000,0.000,0,v
1852,0.161,0.000,0,v
1853,0.684,0.000,0,v
1854,0.211,0.000,0,v
1855,0.068,0.000,0,v
1856,0.000,0.000,0,v
1857,0.072,0.000,0,v
1858,0.045,0.000,0,v
1859,0.301,0.000,0,v
1860,0.000,0.000,0,v
1861,0.000,0.000,0,v
1862,0.613,0.000,0,v
1863,3.048,0.000,0,v
1864,0.000,0.000,0,v
1865,0.000,0.000,0,v
1866,0.725,0.000,0,v
1867,0.000,0.031,0,v
1868,0.048,0.000,0,v
1869,0.000,0.006,0,v
1870,0.080,0.000,0,v
1871,0.061,0.000,0,v
1872,0.000,0.027,0,v
1873,0.117,0.000,0,v
1874,0.123,0.000,0,v
1875,0.000,0.000,0,v
1876,0.000,0.000,0,v
1877,0.091,0.000,0,v
1878,0.000,0.000,0,v
1879,0.240,0.000,0,v
1880,0.000,0.000,0,v
1881,0.218,0.000,0,v
1882,0.000,0.000,0,v
1883,0.000,0.000,0,v
1884,0.310,0.103,0,v
1885,0.000,0.085,0,v
1886,0.000,0.000,0,v
1887,0.000,0.033,0,v
1888,1.886,0.000,0,v
1889,0.000,0.080,0,v
1890,0.000,0.000,0,v
1891,0.000,0.000,0,v
1892,0.000,0.000,0,v
1893,0.000,0.000,0,v
1894,0.000,0.000,0,v
1895,0.042,0.000,0,v
1896,0.000,0.000,0,v
1897,0.052,0.000,0,v
1898,0.000,0.000,0,v
1899,0.000,0.000,0,v
1900,0.000,0.000,0,v
1901,0.000,0.000,0,v
